,id,gender,usage,type,filename,link,price
44,27879,Women,0,0,27879.jpg,http://assets.myntassets.com/v1/images/style/properties/018b322355f8a44f117488fee256049c_images.jpg,4092
45,6287,Men,0,0,6287.jpg,http://assets.myntassets.com/v1/images/style/properties/Classic-Polo-Mens-Swiss-Yellow-T-shirt_e87fa11cdb977d11d3e673a69f4a63db_images.jpg,4449
46,7355,Men,0,0,7355.jpg,http://assets.myntassets.com/v1/images/style/properties/7c9e2e7c405128361af34be207a439a2_images.jpg,3222
47,43500,Men,0,0,43500.jpg,http://assets.myntassets.com/v1/images/style/properties/9dc3c008c07a5df5b46622ee5d8579de_images.jpg,3588
48,13270,Women,0,0,13270.jpg,http://assets.myntassets.com/v1/images/style/properties/b590f001fb08f324b17ce869686b27dc_images.jpg,3216
49,31120,Girls,0,0,31120.jpg,http://assets.myntassets.com/v1/images/style/properties/83f4ab34db71459ba1f80bb8992cf9d5_images.jpg,4564
50,11527,Men,0,0,11527.jpg,http://assets.myntassets.com/v1/images/style/properties/6c598ee94ff155384130481aec05525e_images.jpg,4414
51,40385,Women,0,0,40385.jpg,http://assets.myntassets.com/v1/images/style/properties/9e616458a21ce9d3b0ddf0895b24df0b_images.jpg,4818
52,15187,Men,0,0,15187.jpg,http://assets.myntassets.com/v1/images/style/properties/10d750eb60726aff0c78cd599a20e0ab_images.jpg,2661
53,20260,Men,0,0,20260.jpg,http://assets.myntassets.com/v1/images/style/properties/7909093ce4f956a24582b330a249d911_images.jpg,3833
54,28469,Women,0,0,28469.jpg,http://assets.myntassets.com/v1/images/style/properties/8e3ddd6772fdb8b69c328402aa2baa0c_images.jpg,1569
55,2243,Men,3,0,2243.jpg,http://assets.myntassets.com/v1/images/style/properties/e1bba450764df5aed92151be769e42d0_images.jpg,4425
56,33213,Women,0,0,33213.jpg,http://assets.myntassets.com/v1/images/style/properties/cd2a1ae491facf0acf36443998a0c217_images.jpg,4160
57,39729,Women,0,0,39729.jpg,http://assets.myntassets.com/v1/images/style/properties/3d8b78b013627f7e9d738ccec2972480_images.jpg,2341
58,44341,Men,0,0,44341.jpg,http://assets.myntassets.com/v1/images/style/properties/f202fe30bd9441e163b7fbcfcb53e8c2_images.jpg,1109
59,41401,Women,0,0,41401.jpg,http://assets.myntassets.com/v1/images/style/properties/907aca262d340d45f49d7d3690fdc953_images.jpg,4191
60,4386,Men,0,0,4386.jpg,http://assets.myntassets.com/v1/images/style/properties/dc7e36dcafbb8aeb71dc2ebbd4427ca7_images.jpg,3921
61,29789,Men,0,0,29789.jpg,http://assets.myntassets.com/v1/images/style/properties/b5fe34a5c5a88054357f33b0d2b4ce46_images.jpg,1199
62,7503,Men,3,0,7503.jpg,http://assets.myntassets.com/v1/images/style/properties/4642a9cf2604998cd7665a76a2bf87c1_images.jpg,2914
63,13426,Men,0,0,13426.jpg,http://assets.myntassets.com/v1/images/style/properties/6723c5b48a019f7940ac913e35240620_images.jpg,3058
64,7963,Men,3,0,7963.jpg,http://assets.myntassets.com/v1/images/style/properties/7f50a98d2319c37ba993f4bd39ec1df9_images.jpg,2398
65,20258,Men,0,0,20258.jpg,http://assets.myntassets.com/v1/images/style/properties/bf97cd1840466577838074675a9cbe1f_images.jpg,4341
66,43538,Women,0,0,43538.jpg,http://assets.myntassets.com/v1/images/style/properties/French-Connection-Women-Blue-Top_1230fe55a5335d7405f43cb5c43b3c90_images.jpg,3234
67,8325,Boys,0,0,8325.jpg,http://assets.myntassets.com/v1/images/style/properties/e046ebf7dbb7ae5d9dd7980c21d264ac_images.jpg,2824
68,31118,Girls,0,0,31118.jpg,http://assets.myntassets.com/v1/images/style/properties/1e3b40d501f5fbbceeab3879db474932_images.jpg,1702
69,5862,Men,0,0,5862.jpg,http://assets.myntassets.com/v1/images/style/properties/9f9f083996862e825eb0ffb32ed9db31_images.jpg,3269
70,58726,Men,0,0,58726.jpg,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Grey-T-shirt_cf275e8d9abdab9e307d6adbf8fc6d9f_images.jpg,4259
71,2049,Men,3,0,2049.jpg,http://assets.myntassets.com/v1/images/style/properties/5b7333bbf40e95f4c57e24d65903288d_images.jpg,1075
72,24892,Men,0,0,24892.jpg,http://assets.myntassets.com/v1/images/style/properties/7806d266865c89cb087a259ab7250e01_images.jpg,3996
73,58514,Women,0,0,58514.jpg,http://assets.myntassets.com/v1/images/style/properties/Tonga-Women-Grey-Top_f73ea340974e7cc7cb4db18f7889cec7_images.jpg,4203
74,38637,Men,0,0,38637.jpg,http://assets.myntassets.com/v1/images/style/properties/048477a26c1da1d6aa87134c253ab97b_images.jpg,1363
75,10861,Men,0,0,10861.jpg,http://assets.myntassets.com/v1/images/style/properties/adf22f809f604e821145a616e4766061_images.jpg,4638
76,17278,Men,0,0,17278.jpg,http://assets.myntassets.com/v1/images/style/properties/b6ce9035b4f54b8733940f2f10e2e0d4_images.jpg,3413
77,31588,Men,0,0,31588.jpg,http://assets.myntassets.com/v1/images/style/properties/d6c2a243dd5227d7ae5d10156477c38a_images.jpg,1078
78,18230,Men,0,0,18230.jpg,http://assets.myntassets.com/v1/images/style/properties/4a8e310b6a7184ea58ad3a7dc8590b27_images.jpg,2517
79,23871,Men,0,0,23871.jpg,http://assets.myntassets.com/v1/images/style/properties/be625a96a46f91544eb611751026314f_images.jpg,1311
80,3953,Women,0,0,3953.jpg,http://assets.myntassets.com/v1/images/style/properties/812fff8546b72c2f4bea1cf9a0ac0f13_images.jpg,1532
81,42248,Women,0,0,42248.jpg,http://assets.myntassets.com/v1/images/style/properties/e0da05b38a2fe03cace0a8fbddc65006_images.jpg,2918
82,6079,Men,0,0,6079.jpg,http://assets.myntassets.com/v1/images/style/properties/4ac891da14f596c2e69f75cfb8d1a56a_images.jpg,1893
83,29321,Men,3,0,29321.jpg,http://assets.myntassets.com/v1/images/style/properties/08ba360a042300fffa932e37235edd6d_images.jpg,3595
84,40947,Boys,0,0,40947.jpg,http://assets.myntassets.com/v1/images/style/properties/ecfcc90e4ae597955732adf2680b9fa3_images.jpg,2569
85,32769,Men,0,0,32769.jpg,http://assets.myntassets.com/v1/images/style/properties/f811ce4aaa2f4c37fc962f2c069f0ee4_images.jpg,3295
86,10439,Men,0,0,10439.jpg,http://assets.myntassets.com/v1/images/style/properties/6703b9bc9762e04f4e53afaa0aaecb3d_images.jpg,3636
87,14099,Women,0,0,14099.jpg,http://assets.myntassets.com/v1/images/style/properties/1c2d217895f9a1bf02a20b09084491da_images.jpg,1630
88,1852,Men,0,0,1852.jpg,http://assets.myntassets.com/v1/images/style/properties/2e95da933ac14a9c46b2629146a5ad51_images.jpg,4627
89,26967,Women,0,0,26967.jpg,http://assets.myntassets.com/v1/images/style/properties/85d720a91f528535d65276aabff0ee69_images.jpg,2745
90,19786,Men,0,0,19786.jpg,http://assets.myntassets.com/v1/images/style/properties/4dcc3b32e48ebb49502a3384edff6ccf_images.jpg,3093
91,24091,Men,0,0,24091.jpg,http://assets.myntassets.com/v1/images/style/properties/cd8e03fcea2341e5cf5dfad3a47734d3_images.jpg,896
92,41406,Women,0,0,41406.jpg,http://assets.myntassets.com/v1/images/style/properties/8801f4359aee713a7036663fd1684d60_images.jpg,4209
93,11376,Women,0,0,11376.jpg,http://assets.myntassets.com/v1/images/style/properties/9aeb7516044919916346d95f0a5d2c99_images.jpg,2653
94,4381,Men,0,0,4381.jpg,http://assets.myntassets.com/v1/images/style/properties/9af8eb6d150cbf09178137613fb1e594_images.jpg,4765
95,7504,Women,3,0,7504.jpg,http://assets.myntassets.com/v1/images/style/properties/45238d144ec35bc28a35230fb0f7934b_images.jpg,4138
96,22366,Men,0,0,22366.jpg,http://assets.myntassets.com/v1/images/style/properties/b470ee8121b08981d0e1385aaf7b4f46_images.jpg,2550
97,13421,Men,0,0,13421.jpg,http://assets.myntassets.com/v1/images/style/properties/783442c36bbe6603d9bd4b370af1bf9f_images.jpg,2754
98,31543,Men,0,0,31543.jpg,http://assets.myntassets.com/v1/images/style/properties/4a043d1c950303676ebb777a1f31efde_images.jpg,4642
99,2244,Women,0,0,2244.jpg,http://assets.myntassets.com/v1/images/style/properties/683aba986f6883e3a5c64fb97c994342_images.jpg,3445
100,6280,Men,0,0,6280.jpg,http://assets.myntassets.com/v1/images/style/properties/841e642f22d1031b940126b54f3fe2bc_images.jpg,2634
101,7352,Men,0,0,7352.jpg,http://assets.myntassets.com/v1/images/style/properties/d4622bdcbde3a2544ce0ba6c4ae4541b_images.jpg,3137
102,2620,Men,3,0,2620.jpg,http://assets.myntassets.com/v1/images/style/properties/bb406db0fb2f98a1a49538fc1b14c444_images.jpg,4902
103,43507,Men,0,0,43507.jpg,http://assets.myntassets.com/v1/images/style/properties/e12348ff6e8ce788a82060aa7bbd55f6_images.jpg,2395
104,40382,Women,0,0,40382.jpg,http://assets.myntassets.com/v1/images/style/properties/ff487d5e2a7f343d35859997db375cab_images.jpg,4736
105,53795,Men,0,0,53795.jpg,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Black-T-shirt_d019196a9f38dbfea90a6f38649bfef6_images.jpg,1381
106,57107,Women,0,0,57107.jpg,http://assets.myntassets.com/v1/images/style/properties/Elle-Women-Green-Essentials-Top_4005e959727a4e1d62466cbac510a810_images.jpg,3396
107,12197,Men,0,0,12197.jpg,http://assets.myntassets.com/v1/images/style/properties/18df81e244e799aeac9f715dd9465b2d_images.jpg,3912
108,6274,Women,0,0,6274.jpg,http://assets.myntassets.com/v1/images/style/properties/UCB-Womens-Crystal-Benetton-Green-T-shirt_b968dc92b9557aa699a993e633f3ec77_images.jpg,2866
109,3706,Men,0,0,3706.jpg,http://assets.myntassets.com/v1/images/style/properties/4ef2abf41a4d35aec21fa772bb74adf5_images.jpg,3256
110,40376,Women,0,0,40376.jpg,http://assets.myntassets.com/v1/images/style/properties/3fab2ad9e05ab42350a215e39a88e81e_images.jpg,2079
111,15174,Men,0,0,15174.jpg,http://assets.myntassets.com/v1/images/style/properties/241cb3c033e40196e1c7ce5f21f20ad5_images.jpg,4263
112,53761,Men,0,0,53761.jpg,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Green-and-Blue-Striped-Polo-T-shirt_a59ed8a1d192b9095cb5904aae3d2783_images.jpg,4980
113,40144,Girls,0,0,40144.jpg,http://assets.myntassets.com/v1/images/style/properties/1397081a5a637d539b0197aae4a6855e_images.jpg,4156
114,15346,Men,0,0,15346.jpg,http://assets.myntassets.com/v1/images/style/properties/29363780401bc3b628796450214d5266_images.jpg,2222
115,40978,Boys,0,0,40978.jpg,http://assets.myntassets.com/v1/images/style/properties/4fb51b6af9daa7d7e7b37a54ee98d6a8_images.jpg,4006
116,14294,Men,0,0,14294.jpg,http://assets.myntassets.com/v1/images/style/properties/aaf0b739cd9003999c599bc0fba283e4_images.jpg,4405
117,9832,Women,0,0,9832.jpg,http://assets.myntassets.com/v1/images/style/properties/b4912a94db18a093e185d9e4c2649edf_images.jpg,4410
118,23624,Girls,0,0,23624.jpg,http://assets.myntassets.com/v1/images/style/properties/5ab7fb83e0891f3453746c9a073e3ec6_images.jpg,3770
119,7194,Women,0,0,7194.jpg,http://assets.myntassets.com/v1/images/style/properties/2302abf56311dd985dd4f2227f3159e5_images.jpg,1646
120,3534,Women,0,0,3534.jpg,http://assets.myntassets.com/v1/images/style/properties/2a09216723dc52a345f4b19213147e0d_images.jpg,2678
121,11382,Women,0,0,11382.jpg,http://assets.myntassets.com/v1/images/style/properties/ee72992612c863eb745e67ffdfd710ce_images.jpg,3954
122,4375,Men,0,0,4375.jpg,http://assets.myntassets.com/v1/images/style/properties/2168c1954a31148429a42e0b4713da75_images.jpg,3861
123,22392,Women,0,0,22392.jpg,http://assets.myntassets.com/v1/images/style/properties/14a0d59953458f475aefe3feda05a59c_images.jpg,4650
124,31785,Women,0,0,31785.jpg,http://assets.myntassets.com/v1/images/style/properties/440c755b5bf8e95bd75d3a8b511f96da_images.jpg,1903
125,17849,Women,0,0,17849.jpg,http://assets.myntassets.com/v1/images/style/properties/6e945cb500ebcec2187d5289389062d4_images.jpg,2072
126,29548,Men,0,0,29548.jpg,http://assets.myntassets.com/v1/images/style/properties/ea3f97ed1d89b449b782c01da33591b3_images.jpg,3628
127,51452,Women,0,0,51452.jpg,http://assets.myntassets.com/v1/images/style/properties/1cd4ff69be2545cf4bd12e62f3c68890_images.jpg,4621
128,6610,Men,0,0,6610.jpg,http://assets.myntassets.com/v1/images/style/properties/5e64f7d7273ccbd20f45fd27c20f2d5b_images.jpg,2156
129,17247,Men,0,0,17247.jpg,http://assets.myntassets.com/v1/images/style/properties/f8d3472a2bd68974dda67781d80156ce_images.jpg,2270
130,3362,Men,0,0,3362.jpg,http://assets.myntassets.com/v1/images/style/properties/942600076a8ee0acef2e6ac94bafbc17_images.jpg,2881
131,38608,Men,0,0,38608.jpg,http://assets.myntassets.com/v1/images/style/properties/bb16165bfc63aacfc18bd93325220359_images.jpg,4319
132,10062,Men,0,0,10062.jpg,http://assets.myntassets.com/v1/images/style/properties/821d377e49f3aa198c1937e9793099a6_images.jpg,3986
133,5095,Men,0,0,5095.jpg,http://assets.myntassets.com/v1/images/style/properties/105c607753deea7b4ae6bc41d51661ee_images.jpg,4056
134,28467,Women,0,0,28467.jpg,http://assets.myntassets.com/v1/images/style/properties/8f19a26145719f3b827d29e1d82dc969_images.jpg,4089
135,4986,Men,3,0,4986.jpg,http://assets.myntassets.com/v1/images/style/properties/8580e2e688a9ccf9b2bb20e3a89c69cc_images.jpg,4886
136,4388,Men,0,0,4388.jpg,http://assets.myntassets.com/v1/images/style/properties/8fb251ea403fab32952058a73088aeb2_images.jpg,4663
137,2843,Men,0,0,2843.jpg,http://assets.myntassets.com/v1/images/style/properties/9972e0224ec65fe016e2703e8576475a_images.jpg,942
138,3991,Men,0,0,3991.jpg,http://assets.myntassets.com/v1/images/style/properties/b102d8273537781b5cc6b28a929c501c_images.jpg,3393
139,29787,Men,0,0,29787.jpg,http://assets.myntassets.com/v1/images/style/properties/Basics-Men-White-T-shirt_09fac0ea8036d4de33ceec2351630e04_images.jpg,3729
140,13428,Men,0,0,13428.jpg,http://assets.myntassets.com/v1/images/style/properties/121642283d962bd7397e6d615345cb43_images.jpg,4195
141,19112,Men,0,0,19112.jpg,http://assets.myntassets.com/v1/images/style/properties/8dc1ff8347d5114e89baee9aeebfa68d_images.jpg,1673
142,32599,Women,0,0,32599.jpg,http://assets.myntassets.com/v1/images/style/properties/6a6896f41351e322a0beb82f444b0251_images.jpg,4605
143,57932,Men,0,0,57932.jpg,http://assets.myntassets.com/v1/images/style/properties/French-Connection-Men-White-T-shirt_48e05ffbe5d9005728594678420f7a3c_images.jpg,4751
144,40985,Boys,0,0,40985.jpg,http://assets.myntassets.com/v1/images/style/properties/9ba6a4c84ec057a0ccd9a1a559b16531_images.jpg,4627
145,19576,Women,0,0,19576.jpg,http://assets.myntassets.com/v1/images/style/properties/efa0a68179993f78b8b710b5e27f5554_images.jpg,4904
146,7955,Men,3,0,7955.jpg,http://assets.myntassets.com/v1/images/style/properties/853a100f5d3d8c1e8ef88b41ca0d2c88_images.jpg,4736
147,6289,Men,0,0,6289.jpg,http://assets.myntassets.com/v1/images/style/properties/c8c70971b1f7161865e49623121ba10a_images.jpg,3831
148,1890,Men,0,0,1890.jpg,http://assets.myntassets.com/v1/images/style/properties/f0fbf247458326317521ec367f72a2a7_images.jpg,1979
149,15189,Men,0,0,15189.jpg,http://assets.myntassets.com/v1/images/style/properties/8ecd514f28da61172ad5a38e58079315_images.jpg,4043
150,4718,Girls,0,0,4718.jpg,http://assets.myntassets.com/v1/images/style/properties/1109685531795f17aca2acaba2ab39ad_images.jpg,4325
151,19582,Men,0,0,19582.jpg,http://assets.myntassets.com/v1/images/style/properties/255daaace4d0099d51f7de22e7cedcbd_images.jpg,4444
152,26951,Women,0,0,26951.jpg,http://assets.myntassets.com/v1/images/style/properties/8661e9c00b03eafaf8f718a1ed058c5c_images.jpg,4408
153,27883,Women,0,0,27883.jpg,http://assets.myntassets.com/v1/images/style/properties/678a1d2dfc786e7b0ed966a151d5ca92_images.jpg,4030
154,53768,Men,0,0,53768.jpg,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Blue-T-shirt_b9642574a453cdfbae1f58e468187928_images.jpg,3473
155,54915,Men,0,0,54915.jpg,http://assets.myntassets.com/v1/images/style/properties/Do-u-speak-Off-White-Men-T-shirt_61eae1ea7af11b36fa4ed14a9f99f234_images.jpg,3165
156,38601,Men,0,0,38601.jpg,http://assets.myntassets.com/v1/images/style/properties/3b6ba277e7ff2c5760bd90c3d5c464ac_images.jpg,1150
157,10857,Men,0,0,10857.jpg,http://assets.myntassets.com/v1/images/style/properties/0dc1b1d7f865d06c674a7cdd79a0fb02_images.jpg,2130
158,59404,Women,0,0,59404.jpg,http://assets.myntassets.com/v1/images/style/properties/Tokyo-Talkies-Women-Blue-Top_27a7cfa009105155b58792318967328c_images.jpg,4283
159,3965,Women,0,0,3965.jpg,http://assets.myntassets.com/v1/images/style/properties/a953166dfe7afbf8aafd557a1136dc46_images.jpg,2810
160,20251,Men,0,0,20251.jpg,http://assets.myntassets.com/v1/images/style/properties/2f9629f9059f8124c582c4aca13f64b9_images.jpg,1787
161,14064,Men,0,0,14064.jpg,http://assets.myntassets.com/v1/images/style/properties/92d24a8ca7434697dd67e7c57bfefade_images.jpg,4553
162,5433,Men,0,0,5433.jpg,http://assets.myntassets.com/v1/images/style/properties/d239ef6926e4717a238faba074bb369a_images.jpg,4529
163,27848,Women,0,0,27848.jpg,http://assets.myntassets.com/v1/images/style/properties/Scullers-For-Her-Navy-Blue-T-shirt_56f07e32d99ec5e5474b65264e544103_images.jpg,2257
164,43531,Women,0,0,43531.jpg,http://assets.myntassets.com/v1/images/style/properties/b8ce32e91586eb7d256b5da18a8fb5db_images.jpg,2015
165,16501,Men,0,0,16501.jpg,http://assets.myntassets.com/v1/images/style/properties/e8c71bfe20e87920a41403a43c447452_images.jpg,3617
166,6084,Men,0,0,6084.jpg,http://assets.myntassets.com/v1/images/style/properties/ae3130f6a3d40667cf47cccab2431f97_images.jpg,3668
167,57131,Women,0,0,57131.jpg,http://assets.myntassets.com/v1/images/style/properties/Elle-Women-Olive-Blue-Top_cd646ee8c25d177b2b5e22791bca5ca8_images.jpg,1718
168,34235,Men,0,0,34235.jpg,http://assets.myntassets.com/v1/images/style/properties/01e1973738e23caaedbf176245af553f_images.jpg,3759
169,7532,Men,3,0,7532.jpg,http://assets.myntassets.com/v1/images/style/properties/057cfed92083e985d6dfc6fde95f6299_images.jpg,3309
170,2040,Men,0,0,2040.jpg,http://assets.myntassets.com/v1/images/style/properties/6e2f96d8c460a9c1434e610f7cb6db85_images.jpg,1244
171,3192,Men,0,0,3192.jpg,http://assets.myntassets.com/v1/images/style/properties/395338ce9a4515b36e7b8c4a9c80546e_images.jpg,1710
172,36562,Men,0,0,36562.jpg,http://assets.myntassets.com/v1/images/style/properties/101d946073e86e8d42167719bab88431_images.jpg,1334
173,39718,Women,0,0,39718.jpg,http://assets.myntassets.com/v1/images/style/properties/7c0191d27f3ddd42d63da600b164f551_images.jpg,4274
174,34007,Girls,0,0,34007.jpg,http://assets.myntassets.com/v1/images/style/properties/6e0a7cc4e1d472f99d820275fe5f7679_images.jpg,2470
175,17285,Men,0,0,17285.jpg,http://assets.myntassets.com/v1/images/style/properties/55878488c3dc46bc4407a383fea649ba_images.jpg,3741
176,7700,Women,0,0,7700.jpg,http://assets.myntassets.com/v1/images/style/properties/fabf230ba43bdd949ef5b6f97c1d7bcf_images.jpg,4370
177,2272,Men,3,0,2272.jpg,http://assets.myntassets.com/v1/images/style/properties/eaa9d93a50dc42462c0a04f1ee91e902_images.jpg,1702
178,16191,Men,0,0,16191.jpg,http://assets.myntassets.com/v1/images/style/properties/9a3d773e0dfe93df5b2109c512b3f7b1_images.jpg,3808
179,42241,Women,0,0,42241.jpg,http://assets.myntassets.com/v1/images/style/properties/0c065355d66e08df89726a61a839a248_images.jpg,1661
180,24053,Men,0,0,24053.jpg,http://assets.myntassets.com/v1/images/style/properties/4eb872956e1b8d1387fe0f454a4bec7f_images.jpg,4451
181,10054,Boys,3,0,10054.jpg,http://assets.myntassets.com/v1/images/style/properties/dd87d19692f01880e34a6cf2b0bd9b22_images.jpg,2588
182,17271,Men,0,0,17271.jpg,http://assets.myntassets.com/v1/images/style/properties/eaf2af327ae5b0fbd2d32a234201ebc3_images.jpg,1415
183,51464,Women,0,0,51464.jpg,http://assets.myntassets.com/v1/images/style/properties/bbfe4e065fd17070416c4abce9166f75_images.jpg,3345
184,31581,Men,0,0,31581.jpg,http://assets.myntassets.com/v1/images/style/properties/33a4f23ed9e1dc05e97ea94ab4809301_images.jpg,1102
185,3354,Men,0,0,3354.jpg,http://assets.myntassets.com/v1/images/style/properties/d55de4814c818878d0584e90470d14d6_images.jpg,942
186,14090,Men,0,0,14090.jpg,http://assets.myntassets.com/v1/images/style/properties/986d8893b024b650133e1bb88905f6ed_images.jpg,3824
187,6242,Women,0,0,6242.jpg,http://assets.myntassets.com/v1/images/style/properties/4ee9c897d673a21972f79ef041f6ec99_images.jpg,3634
